,CD8_T_cells,CD4_T_cells,T_regulatory,NK_cells,B_cells,Macrophages_M1,Macrophages_M2,Dendritic_cells,Neutrophils,Mast_cells,Exhaustion,IFN_gamma
TCGA-CJ-4869,1.179067474696233,1.1938751030372003,1.2686733340395022,0.661677371108882,0.6570869215501063,0.23312147472029648,-0.23167349146199426,0.7120295602126218,-0.5912676776080227,-0.11319679272687444,1.0301503112821584,0.5344839981489545
TCGA-BP-4334,-2.1000060560513014,-1.983304316592955,-1.5028193305551643,-1.6471450140126158,-1.362033205226426,-1.394439573640499,-1.7854382947642347,-1.745287375989738,-1.2587005671262717,-0.6533677099166092,-1.6891082086620126,-2.614485820186075
TCGA-B0-5693,-0.9596326285165929,-0.6572172644772524,-0.8032671895249877,-0.424397075990447,-0.4085296650569001,-0.24360666393837796,0.09294585960108011,-0.6509840891040796,0.5630667069049148,1.2153030179625557,-0.7501415797146445,-0.5578854147561494
TCGA-BP-4986,-0.47535754193370305,0.49112366155829534,0.6618824615087473,0.011892487737543542,0.21223019464782938,0.6915611205610696,0.44174103563350525,-0.06511404957171488,-0.03105189117708233,0.15716838721738438,-0.28038043171154936,-0.27066999293775146
TCGA-A3-3359,0.6675231833325233,0.3298122147768888,0.20358471032693734,0.15871717232955757,0.00016385063567310256,-0.014910398314560678,0.9352849868328893,0.3978226300632635,1.2666396320546056,0.8684832243046903,0.993058217283272,1.1454042582501787
TCGA-CJ-4894,1.1775468951893309,0.35016141231644426,0.36989820973948745,-0.05198974355728098,0.19908734418861035,0.5495306553953345,0.18190662541692276,1.0471446678284655,-0.452901409274805,-0.2552125567250641,1.0504212120084517,1.2050393465251568
TCGA-BP-5191,-0.28115980353940473,0.08157454255671598,0.010179737627576199,0.3536918565015301,0.0003864536023233984,-0.6717737146888669,-1.2596839823598807,-0.6248827998789203,-1.0737209957437495,-1.4079790458632708,-0.48429533463545776,-0.22807862458723083
TCGA-BP-4993,0.45330338403784465,-0.3858946912279073,-0.7783845498370371,0.6120460567746546,-0.41634157860655036,-0.2241938559193273,-0.21044097559524247,-0.3419560974428529,-0.56782556879386,0.5502610663377714,-0.1503336146639973,-0.13949150509395744
TCGA-B2-5639,-0.6548475555123594,0.10907880726180545,0.15203289326187647,-0.20224842493322792,0.3434185665978636,0.06958709470007216,-0.0004915695818118301,0.6894566439767359,0.15628872153992243,-0.9504579821587158,-0.12145262043526979,0.007161666930345173
TCGA-BP-5189,-0.5254766691446792,0.5782361861103207,0.7489879777038772,-0.21822403721793338,-0.2589043677593102,-0.18310397910889217,0.5220496133823459,0.18007587957519924,0.45010180584945375,0.6749341984672004,-0.040401492455724185,-0.27302378109372893
TCGA-CJ-4636,0.32988681084386584,0.015613657462592499,0.0965496303755124,-0.2381226147554695,-0.39143836099020696,0.2918341150986513,0.17344219678574538,-0.006470682067474291,0.2887418748540745,-0.34446926574976094,0.35625278488861734,0.07914075233060175
TCGA-A3-3328,-1.9791417972652354,-1.431744783673854,-1.6278567074078742,-1.3230895674243548,-1.0293423266924966,-1.225730779880548,-1.8517130769678565,-2.060813748631085,-0.42025107096926256,-1.2749405760228303,-1.3719625528699755,-2.2216156746394504
TCGA-AK-3455,1.6651753995877918,0.10345098769257859,0.6611357862065632,1.4086158067353192,0.1605741145236439,-0.29611256713742495,0.592806767739745,-0.3923847554287077,0.1357737067013117,-0.815072580975387,1.266923672754087,1.3920941777180027
TCGA-A3-3358,0.27529008428111446,0.36931547333514275,0.9887402927096423,0.4324226571437205,0.7622164136725458,0.4402529721590035,0.6732994570530705,0.6339769976746119,0.577485629678792,0.9231882469194047,0.36542007848586755,0.11313869913537601
TCGA-AK-3429,1.0916242186926293,0.5433062617525878,0.2637677485480872,0.1054140161144707,0.3917287748465009,0.19406266866081462,-0.20533951768614614,1.0021983960578649,-0.5535328000027262,0.07152896748437089,1.2607246010415154,1.3879056548316662
TCGA-DV-5566,-0.7936735338989297,-0.5056401239604329,-0.3339413395195481,-1.1495488894399164,-0.13227582738925348,0.315103247343628,-0.028290315660750853,-0.15107279745615512,-0.43372197311504007,-0.6756596964718867,-0.5094447974093621,-0.057565725729404604
TCGA-B2-5635,0.6152453264698499,0.06359131433851209,0.21523139295386162,-0.0031124033226171033,-0.04301520182437112,0.20823595361749875,0.10892241175517645,0.41317770117061453,0.05140080005584274,0.4578802371075536,0.48060066572019056,0.4524595983725935
TCGA-DV-5569,-0.21167868594272288,0.1117098410363177,-0.5083405487181899,-0.055432803065684065,-0.28991384914661633,0.762160702991779,0.378925596719486,0.21982810229345862,0.162914578621859,-0.6348630146446003,0.10316607190735118,0.12267965040243199
TCGA-B4-5834,-0.1501179994371363,-0.4971453322364021,-0.4337814187907402,0.26002857603643653,-0.36193128070418085,0.10860590457736831,0.018001146948799306,-0.2036349943293079,-0.648258279581121,0.9398025064937084,-0.4825222554087249,0.38658481324215
TCGA-BP-5195,-0.4245663378794881,0.13992647517508888,-0.5945332143604222,0.031043130946170172,-0.3602956247330589,-0.24246009606344052,0.13323588520623006,-0.11341981142036868,-0.18441388190330066,-0.3220933645322584,-0.7211395915303894,-0.5267260072221576
TCGA-CJ-4871,-0.42297733016116823,-0.29443442571400313,-0.6082513920009135,0.07174723084439401,-0.4934975015030377,0.19147082436672916,-0.3863215671818598,-0.6143252403522039,0.01351499220842988,-0.46051896141244847,-0.5126215171779794,-0.12239095444889489
TCGA-B0-5698,-0.25462340732619193,0.3423454119986032,0.9580879278939225,-0.6151186114706111,-0.18885230217591983,0.6040986031288724,-0.23662660258043072,0.5934257015255154,1.1404346148103661,-0.475531324061047,0.2734805112787068,0.6278982753020448
TCGA-A3-3382,0.2790537004164871,0.8986853597823123,0.5468203921560056,0.8972358425245639,-0.40065449201286146,-0.2552767673614228,0.9435491678019086,-0.2986725221558437,0.055365152437973304,-1.3476372041864142,0.2285004803294552,0.15360991527889634
TCGA-BP-4807,-0.7763900799923292,-0.5005664121566622,-0.44336280679146584,-0.7491152440674985,-0.26042864402471605,0.5982699630457293,1.3473361159643438,-0.09363493292809706,1.3000946704602052,0.11278610145637517,-0.7390147681812657,-0.6491533763146898
